id,ORF,pathway
integer,varchar,varchar
primary key,foreign key,
4009,YOR005C,sce03450
4010,YDL008W,sce04120
4011,YLR421C,sce03050
4012,YHR021C,sce03010
4013,YGR043C,sce01230
4014,YDR347W,sce04146
4015,YER090W,sce01230
4016,YLR396C,sce04138
4017,YGL245W,sce01110
4018,YDL084W,sce03013
4019,YFL033C,sce04138
4020,YOL061W,sce00030
4021,YPL178W,sce03015
4022,YEL027W,sce00190
4023,YMR105C,sce00030
4024,YDL149W,sce04136
4025,YKL106W,sce00220
4026,YBL068W,sce00230
4027,YBL097W,sce04111
4028,YGR256W,sce01110
4029,YOR317W,sce04146
4030,YNCK0010W,sce00970
4031,YLR441C,sce03010
4032,YOL156W,sce04113
4033,YMR036C,sce04111
4034,YMR323W,sce01110
4035,YPR127W,sce00750
4036,YHR165C,sce03040
4037,tV_UAC_Q,sce00970
4038,YER100W,sce04141
4039,YOL133W,sce03420
4040,YKR097W,sce00620
4041,YAL039C,sce00860
4042,YJR103W,sce00240
4043,YJR156C,sce00730
4044,YNCE0011C,sce03040
4045,YLR127C,sce04120
4046,YNCL0012C,sce03010
4047,YMR308C,sce03013
4048,YJR131W,sce00513
4049,YNL274C,sce01110
4050,YBL064C,sce00480
4051,YMR047C,sce03013
4052,YMR246W,sce00061
4053,YER019C-A,sce03060
4054,YKL067W,sce01240
4055,YBR038W,sce00520
4056,YOR001W,sce03018
4057,YLR025W,sce04144
4058,YIL043C,sce00520
4059,YNCO0021C,sce00970
4060,YNCL0002C,sce00970
4061,YGL256W,sce00071
4062,YOR202W,sce00340
4063,YHR128W,sce00240
4064,YMR318C,sce00620
4065,YMR169C,sce00620
4066,YNCJ0011W,sce00970
4067,YOR085W,sce04141
4068,YFL018C,sce00020
4069,YML035C,sce01110
4070,YMR161W,sce04141
4071,YIL155C,sce01110
4072,YGL253W,sce01200
4073,YIL065C,sce04139
4074,YOR236W,sce01240
4075,YGR074W,sce03040
4076,YLR304C,sce01210
4077,YGR006W,sce03040
4078,YPL280W,sce00620
4079,YDR381W,sce03040
4080,YOR374W,sce00620
4081,YKL209C,sce02010
4082,YDR217C,sce04113
4083,YML001W,sce04144
4084,YIL094C,sce01230
4085,YEL009C,sce04138
4086,YML032C,sce03440
4087,YDR158W,sce01230
4088,YNL277W,sce01230
4089,YKL006W,sce03010
4090,YMR205C,sce00051
4091,YBR299W,sce00052
4092,YBR029C,sce01110
4093,YBL016W,sce04011
4094,YMR293C,sce00970
4095,YDR328C,sce04120
4096,YDR121W,sce03420
4097,YLR027C,sce01200
4098,YCR005C,sce00020
4099,YDL077C,sce04138
4100,YBR274W,sce04111
4101,YER102W,sce03010
4102,YHR174W,sce00680
4103,YNL277W,sce01110
4104,YJL026W,sce00240
4105,YDR490C,sce04011
4106,YOR171C,sce00600
4107,YGL201C,sce04111
4108,YLR209C,sce01110
4109,YIL008W,sce04122
4110,YNL262W,sce03030
4111,YPL036W,sce00190
4112,YLR210W,sce04111
4113,YER021W,sce03050
4114,YOL040C,sce03010
4115,YBL105C,sce04011
4116,YKL025C,sce03018
4117,YBR252W,sce00240
4118,YFL045C,sce01240
4119,YAR015W,sce00230
4120,YOR117W,sce03050
4121,YPL097W,sce00970
4122,YER173W,sce04111
4123,YPL160W,sce00970
4124,YMR108W,sce00660
4125,YNR027W,sce01240
4126,YNL274C,sce00630
4127,YNL098C,sce04213
4128,YCR073C,sce04011
4129,YJL052W,sce01200
4130,YJR078W,sce01240
4131,YDL017W,sce04111
4132,YNL071W,sce00020
4133,YGL184C,sce00270
4134,YLR431C,sce04138
4135,YKR014C,sce04145
4136,YBR112C,sce04111
4137,YNR041C,sce01240
4138,YNL002C,sce03010
4139,YOR128C,sce01110
4140,YER065C,sce01200
4141,YLR157C,sce00460
4142,YFL030W,sce04146
4143,YIR034C,sce01230
4144,YOR185C,sce03013
4145,YJR117W,sce01110
4146,YLR240W,sce04138
4147,YDR050C,sce01110
4148,YOR175C,sce00561
4149,YNR057C,sce01240
4150,YDR335W,sce03013
4151,YDR121W,sce03030
4152,YJR075W,sce00513
4153,YHR208W,sce01230
4154,YJR063W,sce03020
4155,YHR074W,sce00760
4156,YOR048C,sce03008
4157,YDL021W,sce01110
4158,YLR288C,sce04111
4159,YDR524C,sce04144
4160,YLR293C,sce03250
4161,YOR221C,sce01110
4162,YFR053C,sce00052
4163,YMR220W,sce00900
4164,YDL232W,sce00510
4165,YMR289W,sce01240
4166,YGL089C,sce04011
4167,YKR086W,sce03040
4168,YDR036C,sce01200
4169,YMR129W,sce03013
4170,YDL205C,sce00860
4171,YHL003C,sce00600
4172,YNCF0011C,sce00970
4173,YOL039W,sce03010
4174,YPL173W,sce03010
4175,YDL088C,sce03013
4176,YGL245W,sce00970
4177,YMR011W,sce04113
4178,YKL141W,sce00190
4179,YGR171C,sce00970
4180,YGR244C,sce01200
4181,YJL039C,sce03013
4182,YGR258C,sce03420
4183,YNR050C,sce01230
4184,YBR117C,sce01110
4185,YER073W,sce00410
4186,YKL215C,sce00480
4187,YNCG0044C,sce03040
4188,YLR251W,sce04146
4189,YFR053C,sce00520
4190,YNL128W,sce00562
4191,YDR059C,sce04141
4192,YKL184W,sce00330
4193,YJR007W,sce04138
4194,YNL283C,sce04011
4195,YGL180W,sce04139
4196,YBR115C,sce01110
4197,YPR001W,sce01110
4198,YMR041C,sce00053
4199,YBR145W,sce01110
4200,YHL012W,sce01250
4201,YDR127W,sce00999
4202,YGR183C,sce00190
4203,YOR185C,sce03008
4204,YHL007C,sce04392
4205,YPL031C,sce04111
4206,YER118C,sce04011
4207,YGL048C,sce03050
4208,YGL241W,sce03013
4209,YNCO0016W,sce00970
4210,YCL008C,sce03250
4211,YNCH0004C,sce00970
4212,YPR181C,sce04141
4213,YJL097W,sce01110
4214,YBR002C,sce00900
4215,YKL003C,sce03010
4216,YOR136W,sce00020
4217,YLR325C,sce03010
4218,YNL104C,sce01110
4219,YNCG0016C,sce00970
4220,YDR354W,sce01110
4221,YLR058C,sce01200
4222,YDR079C-A,sce03420
4223,YJL088W,sce01110
4224,YBL068W,sce01230
4225,YDR127W,sce01110
4226,YKL073W,sce04141
4227,YLL024C,sce04141
4228,YGL115W,sce04213
4229,YER086W,sce00260
4230,YLR058C,sce00460
4231,YNL325C,sce00562
4232,YMR296C,sce00600
4233,YNL038W,sce00563
4234,YPR175W,sce03030
4235,YNL330C,sce04213
4236,YML019W,sce00510
4237,YLR245C,sce00240
4238,YPL268W,sce04070
4239,YGR256W,sce00030
4240,YLR305C,sce04011
4241,YEL032W,sce04113
4242,YBR237W,sce03040
4243,YPL061W,sce00770
4244,YDR074W,sce01110
4245,YER107C,sce03013
4246,YMR300C,sce01110
4247,YDR480W,sce04011
4248,YGL205W,sce00592
4249,YER091C,sce01110
4250,YML060W,sce03410
4251,YLR185W,sce03010
4252,YOR339C,sce04120
4253,YDR167W,sce03022
4254,YDR441C,sce01232
4255,YEL046C,sce00260
4256,YOR328W,sce02010
4257,YAR007C,sce03430
4258,YDL149W,sce04138
4259,YKR069W,sce01240
4260,YLR264W,sce03010
4261,YMR142C,sce03010
4262,YDR265W,sce04146
4263,YNL209W,sce04144
4264,YDR345C,sce04113
4265,YDR531W,sce01240
4266,YLR070C,sce00040
4267,YOR278W,sce00860
4268,YCL030C,sce00340
4269,YPR185W,sce04138
4270,YGR274C,sce03022
4271,YMR170C,sce00330
4272,YOR076C,sce03015
4273,YMR169C,sce00561
4274,YJL194W,sce04113
4275,YLR145W,sce03008
4276,YPL023C,sce00670
4277,YMR318C,sce00053
4278,YLR446W,sce00052
